dbp12485415,gbmb8681
dbp22284223,gbmb25586
dbp23161980,gbmb9986
dbp10248599,gbmb23001
dbp17905944,gbmb21657
dbp18685754,gbmb22296
dbp2323086,gbmb5036
dbp12922039,gbmb26413
dbp24156582,gbmb8090
dbp24156174,gbmb24478
dbp100464,gbmb14425
dbp21970352,gbmb25114
dbp10824328,gbmb21036
dbp22497692,gbmb24924
dbp2034957,gbmb21949
dbp1892272,gbmb9989
dbp801404,gbmb8594
dbp23901252,gbmb26649
dbp27640829,gbmb3471
dbp13377746,gbmb27497
dbp21544512,gbmb5304
dbp23557511,gbmb25595
dbp1694635,gbmb9866
dbp22097891,gbmb2923
dbp22446493,gbmb26405
dbp1696606,gbmb6338
dbp2041062,gbmb3744
dbp1486185,gbmb16852
dbp2045675,gbmb2088
dbp1342760,gbmb7353
dbp14601254,gbmb20859
dbp16729158,gbmb21624
dbp2974004,gbmb4548
dbp11941155,gbmb2360
dbp27462385,gbmb5142
dbp20915011,gbmb25632
dbp12776876,gbmb5992
dbp10820702,gbmb6768
dbp11557683,gbmb3434
dbp2093324,gbmb9790
dbp18674337,gbmb22847
dbp25365026,gbmb26122
dbp1453153,gbmb16330
dbp2701886,gbmb29369
dbp2645793,gbmb8497
dbp11500785,gbmb25249
dbp26708339,gbmb29222
dbp3771333,gbmb7615
dbp21562786,gbmb22142
dbp8282701,gbmb8861
dbp10623626,gbmb8763
dbp23267946,gbmb26362
dbp10947703,gbmb8294
dbp21227347,gbmb29235
dbp1563268,gbmb4274
dbp21595498,gbmb25357
dbp5736069,gbmb7444
dbp1268487,gbmb6222
dbp19076840,gbmb5106
dbp5245112,gbmb6221
dbp187267,gbmb5999
dbp10936278,gbmb23316
dbp4415454,gbmb8195
dbp17297576,gbmb20723
dbp26188458,gbmb27937
dbp477505,gbmb7110
dbp22587011,gbmb8338
dbp16739547,gbmb22341
dbp24775654,gbmb28029
dbp422514,gbmb4518
dbp25045848,gbmb29487
dbp13848550,gbmb22657
dbp15319702,gbmb21746
dbp1783163,gbmb3247
dbp25905316,gbmb6633
dbp1919393,gbmb25043
dbp4304472,gbmb6639
dbp22085175,gbmb9699
dbp1564963,gbmb22831
dbp2149918,gbmb5405
dbp18780010,gbmb22999
dbp14605159,gbmb20887
dbp19412086,gbmb21044
dbp9147324,gbmb9326
dbp4241479,gbmb8144
dbp14484754,gbmb3801
dbp25767950,gbmb28014
dbp1093029,gbmb12457
dbp15307578,gbmb22327
dbp17036052,gbmb1836
dbp4404552,gbmb9745
dbp10203333,gbmb26065
dbp22633626,gbmb3957
dbp15307578,gbmb22329
dbp15307578,gbmb22328
dbp2199024,gbmb3961
dbp20018005,gbmb24313
dbp1767664,gbmb9753
dbp21595408,gbmb25427
dbp21921331,gbmb25523
dbp3322647,gbmb3692
dbp1232986,gbmb16547
dbp18685741,gbmb21264
dbp18829220,gbmb21819
dbp4754916,gbmb9920
dbp4619262,gbmb7704
dbp16016368,gbmb20798
dbp16528939,gbmb25128
dbp21322817,gbmb25227
dbp2017664,gbmb8114
dbp17313208,gbmb21076
dbp15307578,gbmb22337
dbp15307578,gbmb22335
dbp20915011,gbmb7759
dbp2740521,gbmb7037
dbp3386508,gbmb7008
dbp153432,gbmb4660
dbp15307578,gbmb22332
dbp18437962,gbmb21171
dbp1756014,gbmb24986
dbp3172092,gbmb7113
dbp10946845,gbmb5486
dbp1128541,gbmb3072
dbp8610564,gbmb9842
dbp12453960,gbmb7523
dbp2967411,gbmb4680
dbp33430,gbmb7694
dbp590052,gbmb6421
dbp9106366,gbmb9298
dbp15131006,gbmb20950
dbp1725488,gbmb7203
dbp5275688,gbmb5775
dbp22427201,gbmb24865
dbp21578959,gbmb24738
dbp20163890,gbmb28015
dbp6261912,gbmb7950
dbp15307584,gbmb24534
dbp22353739,gbmb25814
dbp10608845,gbmb21395
dbp17825764,gbmb26380
dbp17444540,gbmb24075
dbp17081459,gbmb24200
dbp1184426,gbmb24798
dbp574166,gbmb7512
dbp16616681,gbmb22311
dbp31299023,gbmb3552
dbp4641911,gbmb6164
dbp27613503,gbmb27916
dbp24667588,gbmb29374
dbp636644,gbmb8456
dbp18889205,gbmb9931
dbp2233003,gbmb7634
dbp1564411,gbmb3404
dbp17970500,gbmb24712
dbp15390888,gbmb21983
dbp6436744,gbmb9365
dbp27987861,gbmb8650
dbp13573651,gbmb15871
dbp3537030,gbmb6979
dbp5032142,gbmb9103
dbp12279156,gbmb6348
dbp18282768,gbmb23947
dbp26321568,gbmb28127
dbp3829685,gbmb9597
dbp24509720,gbmb6665
dbp12433622,gbmb20816
dbp12992303,gbmb14135
dbp2249453,gbmb5653
dbp20270632,gbmb27066
dbp15501736,gbmb23263
dbp17642749,gbmb25313
dbp22996413,gbmb26656
dbp22447397,gbmb26119
dbp653513,gbmb8067
dbp2975597,gbmb9030
dbp17752897,gbmb23788
dbp13613,gbmb15660
dbp2506858,gbmb29291
dbp27470350,gbmb3593
dbp575649,gbmb9125
dbp1095597,gbmb28748
dbp21115443,gbmb25040
dbp12694914,gbmb6550
dbp3605906,gbmb9580
dbp2345580,gbmb3030
dbp14583811,gbmb15384
dbp25992413,gbmb29904
dbp17092396,gbmb20831
dbp19347181,gbmb23319
dbp1564417,gbmb8283
dbp10027208,gbmb6763
dbp3724609,gbmb9941
dbp12851354,gbmb8406
dbp2580958,gbmb3955
dbp13192136,gbmb3162
dbp5051134,gbmb9658
dbp25156390,gbmb28135
dbp13102578,gbmb9452
dbp1956255,gbmb4632
dbp11023716,gbmb6264
dbp14078057,gbmb20861
dbp17014586,gbmb1910
dbp19623896,gbmb29470
dbp22804895,gbmb27295
dbp17900314,gbmb9630
dbp2220391,gbmb6126
dbp21476639,gbmb23236
dbp16342993,gbmb22997
dbp6231686,gbmb8352
dbp14493034,gbmb28404
dbp19672244,gbmb24496
dbp2204792,gbmb7787
dbp26401249,gbmb27668
dbp16365001,gbmb23407
dbp213505,gbmb7822
dbp19196440,gbmb21064
dbp1740520,gbmb6858
dbp12084691,gbmb21213
dbp13526269,gbmb4422
dbp23047483,gbmb26782
dbp1018365,gbmb5899
dbp17266981,gbmb9148
dbp21282827,gbmb25115
dbp861670,gbmb8942
dbp13342850,gbmb14147
dbp15724902,gbmb23614
dbp175998,gbmb3995
dbp16293889,gbmb23775
dbp2411667,gbmb3391
dbp1148045,gbmb15891
dbp2590398,gbmb2723
dbp2079041,gbmb6540
dbp3110559,gbmb6871
dbp3953721,gbmb8047
dbp24475494,gbmb28973
dbp22725457,gbmb26378
dbp3787693,gbmb6163
dbp1189036,gbmb3142
dbp1530647,gbmb6633
dbp12014437,gbmb12747
dbp15316983,gbmb25231
dbp153420,gbmb8200
dbp4983775,gbmb5220
dbp15842171,gbmb23609
dbp24843332,gbmb29410
dbp20852177,gbmb23524
dbp11474170,gbmb6137
dbp1204377,gbmb21958
dbp5008340,gbmb9707
dbp12291107,gbmb20939
dbp29609709,gbmb29990
dbp25888910,gbmb27501
dbp22256749,gbmb25456
dbp21880150,gbmb4342
dbp17021043,gbmb25761
dbp26067432,gbmb4190
dbp17718225,gbmb5280
dbp24781423,gbmb27992
dbp29152174,gbmb29490
dbp1563133,gbmb29599
dbp2724439,gbmb7007
dbp12623248,gbmb2685
dbp22950123,gbmb26101
dbp1344124,gbmb8847
dbp2999487,gbmb7450
dbp1838125,gbmb8224
dbp1257892,gbmb9479
dbp5937966,gbmb9972
dbp25332287,gbmb29104
dbp1640271,gbmb7506
dbp173213,gbmb9078
dbp19700612,gbmb24101
dbp360793,gbmb9883
dbp431119,gbmb8723
dbp22463981,gbmb29635
dbp11402929,gbmb21439
dbp28192691,gbmb7214
dbp1322030,gbmb16121
dbp1089349,gbmb4116
dbp25658385,gbmb25690
dbp15026692,gbmb21351
dbp17609100,gbmb9755
dbp16150545,gbmb23593
dbp15283170,gbmb20966
dbp4720771,gbmb5550
dbp19476761,gbmb23936
dbp12379626,gbmb26516
dbp3672652,gbmb9872
dbp36560133,gbmb7948
dbp2146774,gbmb7474
dbp12236301,gbmb9960
dbp20116156,gbmb25912
dbp24171416,gbmb8954
dbp12068481,gbmb21712
dbp29838336,gbmb8785
dbp2993898,gbmb4326
dbp20196924,gbmb24479
dbp21015153,gbmb25290
dbp12753632,gbmb6729
dbp5816391,gbmb7614
dbp1838369,gbmb6780
dbp23181974,gbmb24876
dbp25200450,gbmb29298
dbp13331016,gbmb21163
dbp7067676,gbmb8994
dbp11728064,gbmb13976
dbp535949,gbmb5608
dbp1214676,gbmb16060
dbp20324939,gbmb24057
dbp23980202,gbmb3658
dbp1301830,gbmb22690
dbp5219137,gbmb9089
dbp34528554,gbmb9835
dbp14719403,gbmb20868
dbp16125841,gbmb1870
dbp26318515,gbmb28325
dbp14080780,gbmb21635
dbp19835275,gbmb24719
dbp19874913,gbmb24193
dbp22644610,gbmb28441
dbp21898946,gbmb27077
dbp2385720,gbmb4772
dbp246953,gbmb5961
dbp32567734,gbmb7861
dbp31351426,gbmb7290
dbp3162485,gbmb7700
dbp4100920,gbmb7327
dbp3745982,gbmb9938
dbp1398478,gbmb15816
dbp20482536,gbmb2926
dbp19808360,gbmb26027
dbp10382326,gbmb6440
dbp12731073,gbmb27062
dbp3914977,gbmb5704
dbp2380544,gbmb4970
dbp24340086,gbmb27657
dbp1899450,gbmb4001
dbp2438526,gbmb25035
dbp16952607,gbmb22567
dbp2080734,gbmb24384
dbp3243519,gbmb3689
dbp17786658,gbmb2951
dbp18459313,gbmb21119
dbp11969411,gbmb16994
dbp15307581,gbmb22321
dbp1038195,gbmb5368
dbp10962069,gbmb21094
dbp1414613,gbmb3579
dbp11440169,gbmb27297
dbp24156962,gbmb2898
dbp1179800,gbmb21810
dbp11842298,gbmb1937
dbp4107691,gbmb4228
dbp15983948,gbmb29100
dbp6906722,gbmb8127
dbp8616537,gbmb8863
dbp1386847,gbmb14004
dbp6517920,gbmb8502
dbp13458092,gbmb22289
dbp320482,gbmb8851
dbp12100831,gbmb8726
dbp2499375,gbmb6811
dbp1563227,gbmb2022
dbp10104362,gbmb15668
dbp24361200,gbmb28141
dbp19960805,gbmb21453
dbp1472611,gbmb6467
dbp25669076,gbmb27451
dbp10275880,gbmb22688
dbp23426016,gbmb4026
dbp25406520,gbmb26695
dbp19043200,gbmb23846
dbp16167845,gbmb28421
dbp20895088,gbmb25652
dbp10521949,gbmb15390
dbp22319839,gbmb26704
dbp4307608,gbmb9142
dbp1563401,gbmb5721
dbp21324574,gbmb25226
dbp23058658,gbmb24935
dbp1364681,gbmb2806
dbp1380605,gbmb7501
dbp24421230,gbmb28188
dbp32234960,gbmb3506
dbp18189098,gbmb9930
dbp18696364,gbmb27220
dbp3051666,gbmb4017
dbp14238199,gbmb6640
dbp2053056,gbmb2068
dbp3242897,gbmb8463
dbp23467332,gbmb27139
dbp4073991,gbmb8896
dbp22191736,gbmb25662
dbp22610827,gbmb26088
dbp2268510,gbmb8675
dbp1769334,gbmb7468
dbp13023150,gbmb20784
dbp2211109,gbmb3903
dbp10650082,gbmb4443
dbp1202480,gbmb7708
dbp18696364,gbmb27211
dbp25404300,gbmb29447
dbp11828697,gbmb22769
dbp1261663,gbmb2632
dbp10528705,gbmb3080
dbp1937821,gbmb2497
dbp13248512,gbmb22086
dbp12634776,gbmb1765
dbp16973176,gbmb22210
dbp19703006,gbmb29343
dbp24514776,gbmb29712
dbp8752517,gbmb8975
dbp23954407,gbmb25243
dbp5468359,gbmb5539
dbp27467033,gbmb29620
dbp14654738,gbmb22049
dbp1423631,gbmb21884
dbp1594795,gbmb7964
dbp4068897,gbmb7749
dbp3463652,gbmb8148
dbp17720319,gbmb20954
dbp2201266,gbmb7995
dbp2309926,gbmb9677
dbp1472525,gbmb6673
dbp2954629,gbmb9471
dbp4413421,gbmb9406
dbp5241276,gbmb9480
dbp1440613,gbmb24322
dbp23194961,gbmb29528
dbp11801699,gbmb4830
dbp20579203,gbmb24431
dbp23481596,gbmb4949
dbp6906042,gbmb8584
dbp25377334,gbmb29539
dbp18531219,gbmb22951
dbp1125657,gbmb6246
dbp1440630,gbmb7042
dbp11438979,gbmb15326
dbp2034146,gbmb3141
dbp1326617,gbmb17003
dbp19695722,gbmb23661
dbp1903884,gbmb5662
dbp1277932,gbmb20763
dbp1213864,gbmb27219
dbp2993945,gbmb9027
dbp1909510,gbmb3617
dbp3030068,gbmb8205
dbp1312074,gbmb14005
dbp5788584,gbmb6357
dbp18087145,gbmb25683
dbp10110872,gbmb7699
dbp23116745,gbmb26799
dbp13351670,gbmb21448
dbp10469769,gbmb20820
dbp17320171,gbmb20965
dbp6780043,gbmb8950
dbp27044718,gbmb29827
dbp1701231,gbmb9665
dbp24672005,gbmb27769
dbp17271597,gbmb22968
dbp1194874,gbmb2955
dbp1713059,gbmb6681
dbp17672739,gbmb26481
dbp700058,gbmb7547
dbp1898799,gbmb9978
dbp12676980,gbmb1679
dbp1363979,gbmb6920
dbp4759359,gbmb6696
dbp21620151,gbmb2353
dbp19556211,gbmb24808
dbp19203916,gbmb23108
dbp1563298,gbmb8980
dbp3251075,gbmb7416
dbp14385771,gbmb24514
dbp32149256,gbmb8563
dbp27885654,gbmb9036
dbp1323866,gbmb16705
dbp2474729,gbmb4616
dbp2079407,gbmb21620
dbp13600781,gbmb22114
dbp10890938,gbmb11783
dbp41275538,gbmb5105
dbp20773155,gbmb9321
dbp10550678,gbmb8048
dbp6063522,gbmb9908
dbp6358178,gbmb6447
dbp15942740,gbmb7312
dbp19568783,gbmb23966
dbp1715754,gbmb4535
dbp19156642,gbmb20803
dbp267616,gbmb8102
dbp12835484,gbmb20977
dbp24825459,gbmb4274
dbp2278201,gbmb6382
dbp1562965,gbmb2697
dbp22615715,gbmb23626
dbp10239959,gbmb1882
dbp14077675,gbmb21611
dbp27905512,gbmb28528
dbp14335419,gbmb1986
dbp1339146,gbmb1581
dbp1924258,gbmb4035
dbp38143006,gbmb9987
dbp23588605,gbmb24732
dbp19336475,gbmb21824
dbp2343984,gbmb4125
dbp3101657,gbmb3109
dbp16986687,gbmb21121
dbp18576441,gbmb24328
dbp2664919,gbmb4803
dbp1167751,gbmb2336
dbp1564208,gbmb9292
dbp1878246,gbmb8857
dbp198435,gbmb21256
dbp3351983,gbmb6614
dbp11125706,gbmb21151
dbp1462714,gbmb3674
dbp19682369,gbmb24036
dbp2830354,gbmb7792
dbp23210638,gbmb27140
dbp16839972,gbmb21578
dbp1640471,gbmb5754
dbp10413113,gbmb12729
dbp17754073,gbmb21016
dbp1494533,gbmb15092
dbp16658751,gbmb22191
dbp12552012,gbmb24015
dbp396118,gbmb6012
dbp3599265,gbmb9716
dbp10488952,gbmb28172
dbp4640164,gbmb4963
dbp1065205,gbmb7522
dbp12490934,gbmb29925
dbp6020953,gbmb7540
dbp17495693,gbmb9193
dbp2544816,gbmb9889
dbp11834004,gbmb2561
dbp3236551,gbmb5618
dbp17359079,gbmb23937
dbp430549,gbmb8721
dbp6709119,gbmb9393
dbp22366161,gbmb22928
dbp20777908,gbmb22296
dbp2424463,gbmb8125
dbp19721360,gbmb25988
dbp1822930,gbmb3799
dbp19736815,gbmb22011
dbp1936981,gbmb4423
dbp19888530,gbmb23686
dbp308623,gbmb9868
dbp5173675,gbmb8897
dbp22692474,gbmb26089
dbp252988,gbmb7438
dbp1474249,gbmb3188
dbp14467325,gbmb2680
dbp22437036,gbmb25630
dbp11061472,gbmb29762
dbp2093335,gbmb7025
dbp19466351,gbmb9146
dbp2310661,gbmb4502
dbp207262,gbmb9737
dbp1049037,gbmb1492
dbp12291014,gbmb23579
dbp3214070,gbmb7164
dbp6196840,gbmb6563
dbp17485906,gbmb21039
dbp14647028,gbmb14852
dbp1941504,gbmb28582
dbp13008368,gbmb28241
dbp31855201,gbmb8519
dbp2021222,gbmb24001
dbp14539401,gbmb15927
dbp22953947,gbmb26611
dbp16864582,gbmb27084
dbp32891104,gbmb5625
dbp20933563,gbmb24884
dbp26175785,gbmb28193
dbp1711757,gbmb5856
dbp615224,gbmb7909
dbp1780174,gbmb21785
dbp10345540,gbmb14458
dbp17928527,gbmb21320
dbp18496922,gbmb24394
dbp10307902,gbmb10378
dbp12040787,gbmb26491
dbp16800229,gbmb20903
dbp24708133,gbmb29051
dbp2476704,gbmb9746
dbp19838612,gbmb2051
dbp30459563,gbmb9461
dbp4820538,gbmb5910
dbp11134473,gbmb6888
dbp5801555,gbmb8569
dbp4016098,gbmb9374
dbp3681869,gbmb8953
dbp26150212,gbmb29922
dbp2206019,gbmb24466
dbp23601203,gbmb27330
dbp18620299,gbmb22361
dbp22402182,gbmb8334
dbp24089875,gbmb2542
dbp25106436,gbmb29719
dbp12445349,gbmb24766
dbp2334513,gbmb6476
dbp4160878,gbmb6868
dbp3020109,gbmb6346
dbp1191343,gbmb16988
dbp3126974,gbmb4254
dbp2884502,gbmb4949
dbp3658444,gbmb5239
dbp12499620,gbmb1272
dbp1233412,gbmb6430
dbp198997,gbmb7030
dbp15562456,gbmb24256
dbp4563042,gbmb4778
dbp7442769,gbmb7582
dbp19745178,gbmb22918
dbp399418,gbmb9306
dbp1984019,gbmb5482
dbp36800750,gbmb5112
dbp20205448,gbmb7843
dbp2413731,gbmb6913
dbp18096604,gbmb20747
dbp5965117,gbmb7752
dbp1820218,gbmb6522
dbp13710446,gbmb23623
dbp6778917,gbmb7864
dbp22689854,gbmb24397
dbp21802080,gbmb25513
dbp1583955,gbmb9316
dbp10676873,gbmb8724
dbp19642590,gbmb24072
dbp19650636,gbmb26894
dbp2400150,gbmb24361
dbp1549210,gbmb27230
dbp16489624,gbmb21401
dbp2626155,gbmb3761
dbp11954746,gbmb25485
dbp2146590,gbmb2453
dbp7154488,gbmb9085
dbp14105036,gbmb15955
dbp18469105,gbmb22803
dbp1874687,gbmb9850
dbp23496070,gbmb3238
dbp18480639,gbmb5973
dbp24044815,gbmb9627
dbp16580374,gbmb3218
dbp1196933,gbmb8890
dbp22987669,gbmb7902
dbp15243871,gbmb27930
dbp19763336,gbmb26932
dbp11920860,gbmb14152
dbp1050479,gbmb1636
dbp4948861,gbmb9353
dbp22988575,gbmb26645
dbp11924450,gbmb27311
dbp1008445,gbmb2520
dbp19938461,gbmb23727
dbp27454149,gbmb29232
dbp15381194,gbmb24731
dbp16720023,gbmb29838
dbp22687150,gbmb26181
dbp12992941,gbmb14408
dbp23056928,gbmb26706
dbp393009,gbmb5811
dbp13614731,gbmb3236
dbp13851762,gbmb25088
dbp1894570,gbmb5436
dbp11376465,gbmb29980
dbp1046187,gbmb4526
dbp1135092,gbmb9985
dbp22797411,gbmb25466
dbp24133518,gbmb29997
dbp2185322,gbmb22137
dbp1558456,gbmb15681
dbp4744869,gbmb7527
dbp1370599,gbmb14827
dbp11416992,gbmb21349
dbp20104457,gbmb20916
dbp24496516,gbmb7976
dbp12277474,gbmb8123
dbp15307579,gbmb22329
dbp15307579,gbmb22328
dbp17216673,gbmb22981
dbp15307579,gbmb22327
dbp198435,gbmb2930
dbp6785920,gbmb7150
dbp5278587,gbmb8345
dbp12686478,gbmb8261
dbp19007879,gbmb3886
dbp3887241,gbmb5125
dbp15028784,gbmb29579
dbp2227726,gbmb9059
dbp4667849,gbmb5614
dbp23065843,gbmb26841
dbp11496692,gbmb9191
dbp16679769,gbmb27222
dbp16082726,gbmb21348
dbp4727177,gbmb7158
dbp12385708,gbmb26557
dbp6218028,gbmb6948
dbp15307579,gbmb22337
dbp15307579,gbmb22335
dbp3342449,gbmb7908
dbp1237330,gbmb4529
dbp15307579,gbmb22332
dbp19839396,gbmb27493
dbp2522913,gbmb4106
dbp1108924,gbmb7754
dbp18267840,gbmb23447
dbp1180004,gbmb14628
dbp21476562,gbmb4987
dbp24238490,gbmb28028
dbp3062890,gbmb7712
dbp11659752,gbmb24858
dbp3122149,gbmb9766
dbp25120453,gbmb28004
dbp1353335,gbmb1699
dbp4843795,gbmb5035
dbp5221581,gbmb7108
dbp19105078,gbmb25204
dbp10168917,gbmb8033
dbp3067610,gbmb8152
dbp16861849,gbmb21366
dbp19855868,gbmb2948
dbp23139249,gbmb25750
dbp1251052,gbmb1503
dbp23496466,gbmb26415
dbp1222535,gbmb15043
dbp6888967,gbmb7298
dbp27238018,gbmb3880
dbp15321385,gbmb6962
dbp21833180,gbmb25508
dbp19592629,gbmb24074
dbp2346556,gbmb7088
dbp1813146,gbmb9183
dbp21007835,gbmb24472
dbp1916006,gbmb8451
dbp2146551,gbmb8831
dbp26138867,gbmb28327
dbp1882465,gbmb2719
dbp23090213,gbmb27255
dbp10008641,gbmb9951
dbp34013298,gbmb5755
dbp13374608,gbmb27901
dbp4812496,gbmb5286
dbp1833226,gbmb6243
dbp22084757,gbmb9699
dbp2472365,gbmb6173
dbp28262214,gbmb7880
dbp19714359,gbmb5435
dbp1684551,gbmb6645
dbp2538019,gbmb6555
dbp29787692,gbmb5890
dbp23097713,gbmb25443
dbp42473841,gbmb8859
dbp253870,gbmb6754
dbp15684835,gbmb23823
dbp1047218,gbmb6850
dbp653517,gbmb8407
dbp15511640,gbmb4969
dbp20511800,gbmb21168
dbp24336800,gbmb29383
dbp2658871,gbmb3758
dbp23323301,gbmb29489
dbp2022760,gbmb3745
dbp153407,gbmb3296
dbp1305157,gbmb8660
dbp22331142,gbmb25872
dbp24671612,gbmb9407
dbp25264537,gbmb27218
dbp13817146,gbmb25401
dbp11097823,gbmb9765
dbp3172096,gbmb4504
dbp635947,gbmb7856
dbp24059614,gbmb8642
dbp1180594,gbmb21995
dbp16491537,gbmb20984
dbp10592729,gbmb23547
dbp1663197,gbmb2139
dbp16401301,gbmb4473
dbp1109483,gbmb15398
dbp23183025,gbmb27011
dbp1523330,gbmb1811
dbp1395495,gbmb5765
dbp4536598,gbmb5454
dbp1269028,gbmb14207
dbp1370248,gbmb14043
dbp2107806,gbmb21405
dbp2555189,gbmb3515
dbp6052547,gbmb7963
dbp21104080,gbmb24842
dbp36330679,gbmb5783
dbp1303690,gbmb13560
dbp24250982,gbmb29971
dbp12348006,gbmb21444
dbp10651153,gbmb7894
dbp18279768,gbmb23517
dbp11011919,gbmb23109
dbp1336098,gbmb2146
dbp19451477,gbmb23899
dbp1563401,gbmb21383
dbp3793127,gbmb7940
dbp10771513,gbmb5483
dbp11574260,gbmb13165
dbp2725809,gbmb6672
dbp1884585,gbmb6029
dbp24183910,gbmb3891
dbp368889,gbmb8349
dbp156756,gbmb2235
dbp23596564,gbmb27327
dbp20969515,gbmb24618
dbp11064186,gbmb15574
dbp12747550,gbmb5902
dbp26580022,gbmb29819
dbp2248894,gbmb4948
dbp5453951,gbmb8944
dbp17442064,gbmb21173
dbp24117862,gbmb6783
dbp17972019,gbmb26049
dbp2047276,gbmb7566
dbp25405482,gbmb27816
dbp1949191,gbmb6823
dbp11501120,gbmb7023
dbp663954,gbmb8858
dbp18339879,gbmb21502
dbp25777506,gbmb29748
dbp22150812,gbmb25134
dbp11932231,gbmb17041
dbp14335246,gbmb21406
dbp1400006,gbmb4523
dbp21088649,gbmb21604
dbp3787882,gbmb7432
dbp355907,gbmb5708
dbp1694849,gbmb1761
dbp19844262,gbmb22626
dbp19728513,gbmb24078
dbp5168274,gbmb8849
dbp2093359,gbmb8000
dbp15321529,gbmb24918
dbp19973200,gbmb25126
dbp31011755,gbmb9737
dbp24378483,gbmb27860
dbp18559524,gbmb9040
dbp12866681,gbmb27113
dbp141869,gbmb7406
dbp18442093,gbmb21172
dbp23887215,gbmb9807
dbp1523285,gbmb8370
dbp1796472,gbmb8627
dbp1912296,gbmb9422
dbp1165583,gbmb1555
dbp7043655,gbmb7896
dbp3597615,gbmb7456
dbp28948520,gbmb8594
dbp3890639,gbmb9130
dbp5574930,gbmb9555
dbp36745625,gbmb4384
dbp16972869,gbmb21559
dbp18837102,gbmb24247
dbp20104099,gbmb21847
dbp1990281,gbmb23020
dbp11610617,gbmb6932
dbp10130005,gbmb11678
dbp18462375,gbmb21621
dbp1396115,gbmb2727
dbp3628734,gbmb9456
dbp1061636,gbmb5576
dbp20400478,gbmb3043
dbp22313279,gbmb26355
dbp1178237,gbmb9313
dbp12287996,gbmb24907
dbp11239006,gbmb24789
dbp18514671,gbmb25462
dbp14018435,gbmb16030
dbp23516953,gbmb25643
dbp21434514,gbmb29306
dbp25652739,gbmb29283
dbp17854373,gbmb8603
dbp15066669,gbmb20980
dbp21123793,gbmb29240
dbp2957671,gbmb7763
dbp3597503,gbmb5782
dbp18340837,gbmb8453
dbp3737115,gbmb9682
dbp19931506,gbmb24794
dbp452729,gbmb6943
dbp1206673,gbmb13204
dbp7184835,gbmb8176
dbp2294417,gbmb9704
dbp18450311,gbmb21116
dbp22899079,gbmb4648
dbp4845356,gbmb9382
dbp2241183,gbmb28175
dbp12101745,gbmb15186
dbp12465881,gbmb26589
dbp7203752,gbmb7900
dbp1159582,gbmb16762
dbp12144371,gbmb5636
dbp6600435,gbmb9434
dbp17122819,gbmb21403
dbp2914746,gbmb5395
dbp2241158,gbmb4619
dbp2130485,gbmb21978
dbp1903351,gbmb4725
dbp1417501,gbmb6183
dbp1564411,gbmb23023
dbp3610895,gbmb7180
dbp21526340,gbmb24396
dbp4656154,gbmb5643
dbp17845576,gbmb20924
dbp20513351,gbmb24585
dbp19763433,gbmb7317
dbp38129960,gbmb9107
dbp20401258,gbmb24404
dbp11390803,gbmb12598
dbp19579961,gbmb23984
dbp17361735,gbmb20882
dbp23538389,gbmb28035
dbp27650969,gbmb29321
dbp17028381,gbmb26048
dbp10807666,gbmb2063
dbp32014117,gbmb9327
dbp11094538,gbmb13123
dbp12780139,gbmb15783
dbp7020642,gbmb7077
dbp1581045,gbmb3721
dbp10549835,gbmb1158
dbp15448262,gbmb26498
dbp23551227,gbmb6939
dbp420471,gbmb4698
dbp25165158,gbmb28073
dbp13379355,gbmb5228
dbp25044467,gbmb25680
dbp20263386,gbmb6536
dbp13291221,gbmb13421
dbp11487701,gbmb25312
dbp4022464,gbmb5219
dbp19847243,gbmb24409
dbp1380277,gbmb15782
dbp22346004,gbmb2457
dbp18775608,gbmb23186
dbp6670029,gbmb7984
dbp19834313,gbmb7923
dbp30731954,gbmb6420
dbp24884128,gbmb29566
dbp1716019,gbmb23398
dbp2345621,gbmb2378
dbp14932984,gbmb27552
dbp11664080,gbmb15035
dbp5803207,gbmb7572
dbp3705159,gbmb9593
dbp20082401,gbmb2095
dbp2093352,gbmb4542
dbp1896068,gbmb4432
dbp5903104,gbmb8534
dbp2239462,gbmb9194
dbp12770127,gbmb26417
dbp504238,gbmb7565
dbp10659679,gbmb22529
dbp23943397,gbmb29420
dbp21285748,gbmb24856
dbp1015657,gbmb20738
dbp704136,gbmb7703
dbp2609249,gbmb7972
dbp1472525,gbmb26134
dbp12433314,gbmb24209
dbp32045344,gbmb5128
dbp19957621,gbmb24094
dbp253346,gbmb7681
dbp19570107,gbmb23983
dbp15352397,gbmb26352
dbp1144890,gbmb11683
dbp11502228,gbmb9918
dbp15550252,gbmb2618
dbp1771997,gbmb7381
dbp29248409,gbmb29405
dbp1554253,gbmb7633
dbp6200480,gbmb9026
dbp2232698,gbmb7634
dbp49615,gbmb7040
dbp13687962,gbmb2890
dbp17763120,gbmb27974
dbp16860709,gbmb22488
dbp1230982,gbmb14304
dbp1680754,gbmb1911
dbp10316251,gbmb20994
dbp5812297,gbmb8888
dbp2841907,gbmb6734
dbp24436509,gbmb28310
dbp13372301,gbmb20743
dbp1098784,gbmb16706
dbp12983160,gbmb27955
dbp408491,gbmb4719
dbp4440008,gbmb4477
dbp5091411,gbmb9197
dbp156252,gbmb7320
dbp4292278,gbmb7832
dbp1143950,gbmb29060
dbp11874025,gbmb21703
dbp22328740,gbmb25444
dbp3603277,gbmb7204
dbp12298827,gbmb25325
