dbp170531,gdb8789
dbp23071441,gdb2882
dbp389955,gdb8457
dbp4435336,gdb9967
dbp1615836,gdb20097
dbp3737849,gdb8690
dbp10488952,gdb2223
dbp2000359,gdb21768
dbp38835221,gdb5079
dbp39481890,gdb6130
dbp21692140,gdb858
dbp10464459,gdb11392
dbp24667588,gdb9007
dbp517501,gdb6917
dbp3964856,gdb9257
dbp2605370,gdb7403
dbp27548379,gdb885
dbp2348476,gdb31
dbp3703342,gdb6175
dbp12506415,gdb20383
dbp1564794,gdb370
dbp574166,gdb6970
dbp10772117,gdb19420
dbp3208415,gdb412
dbp21260509,gdb22330
dbp1908784,gdb5128
dbp39215505,gdb4169
dbp2984674,gdb8626
dbp4409030,gdb9629
dbp10947703,gdb19203
dbp1180594,gdb9511
dbp14187602,gdb19849
dbp27512382,gdb9072
dbp27390110,gdb9015
dbp1108659,gdb5476
dbp8532575,gdb8701
dbp19703006,gdb2508
dbp13409601,gdb94
dbp10659269,gdb16715
dbp15352397,gdb4399
dbp5715833,gdb6963
dbp14870454,gdb280
dbp343114,gdb3666
dbp30312302,gdb9188
dbp1183212,gdb275
dbp2487786,gdb5517
dbp12171158,gdb943
dbp1563159,gdb18262
dbp13342850,gdb5969
dbp1913177,gdb848
dbp1668552,gdb2058
dbp3113301,gdb6251
dbp27672465,gdb9029
dbp3598742,gdb8085
dbp10715537,gdb4663
dbp34167501,gdb9884
dbp34308406,gdb4408
dbp1661509,gdb417
dbp11353966,gdb14552
dbp18696364,gdb5350
dbp2173754,gdb3767
dbp24167967,gdb6787
dbp1414613,gdb7226
dbp10742757,gdb21114
dbp2324777,gdb5354
dbp2466816,gdb7907
dbp232638,gdb8554
dbp1159581,gdb19876
dbp31042094,gdb8849
dbp24171880,gdb6783
dbp2555189,gdb9707
dbp1212015,gdb8986
dbp1033500,gdb14269
dbp684046,gdb9073
dbp2370631,gdb9347
dbp3658444,gdb6578
dbp18352158,gdb21710
dbp13644438,gdb4350
dbp4198830,gdb8904
dbp12917247,gdb13031
dbp28161227,gdb9039
dbp33927359,gdb6285
dbp2239345,gdb7830
dbp2275308,gdb23494
dbp25435963,gdb2888
dbp18528242,gdb921
dbp16724981,gdb829
dbp4463626,gdb6834
dbp19763378,gdb6519
dbp2004384,gdb3899
dbp25884811,gdb3296
dbp677751,gdb769
dbp1063974,gdb1426
dbp2720344,gdb8689
dbp11159926,gdb7072
dbp2234025,gdb9646
dbp1799136,gdb8665
dbp22357213,gdb5507
dbp3090030,gdb3590
dbp1031547,gdb8375
dbp1417501,gdb4439
dbp351172,gdb6945
dbp2852745,gdb6704
dbp1411840,gdb1959
dbp5079998,gdb7637
dbp28936411,gdb4252
dbp17906360,gdb19698
dbp6894359,gdb9762
dbp360793,gdb3813
dbp1015657,gdb867
dbp34013298,gdb4320
dbp15271417,gdb18795
dbp1099461,gdb11044
dbp17339014,gdb3643
dbp2908734,gdb951
dbp1110338,gdb127
dbp3433852,gdb7734
dbp3106222,gdb7019
dbp3433852,gdb7735
dbp4057144,gdb5870
dbp474278,gdb799
dbp24008925,gdb9025
dbp296154,gdb3667
dbp1585052,gdb4039
dbp1195854,gdb5831
dbp26100613,gdb9945
dbp1303295,gdb4379
dbp14135121,gdb18140
dbp1025819,gdb19644
dbp1475355,gdb18923
dbp149593,gdb42
dbp14313924,gdb15562
dbp18463246,gdb6901
dbp8170556,gdb8234
dbp25380552,gdb8709
dbp33531893,gdb665
dbp2001209,gdb2156
dbp12600716,gdb895
dbp2026087,gdb4192
dbp1060665,gdb4791
dbp15762013,gdb2504
dbp1795427,gdb7745
dbp1092405,gdb5398
dbp21226029,gdb5862
dbp11574260,gdb16212
dbp11574260,gdb16215
dbp1507184,gdb17956
dbp11204640,gdb4198
dbp2330484,gdb3942
dbp6875339,gdb7420
dbp11574260,gdb7703
dbp1771997,gdb2220
dbp3550486,gdb7243
dbp15771161,gdb17612
dbp12240639,gdb4335
dbp10008641,gdb15103
dbp7239234,gdb9372
dbp19654067,gdb5652
dbp13205802,gdb2248
dbp1305298,gdb6680
dbp2934299,gdb4154
dbp1181487,gdb90
dbp246953,gdb64
dbp16150545,gdb21032
dbp740214,gdb9655
dbp551428,gdb6297
dbp1223840,gdb23200
dbp12220354,gdb815
dbp2173625,gdb2344
dbp22020188,gdb2979
dbp6391579,gdb6682
dbp12514847,gdb2259
dbp31902346,gdb9663
dbp1564963,gdb2103
dbp31918654,gdb7759
dbp29139182,gdb4002
dbp12554174,gdb8122
dbp24436509,gdb7634
dbp2251208,gdb5430
dbp10874372,gdb19254
dbp3322647,gdb6828
dbp27726910,gdb9310
dbp6375148,gdb7584
dbp1467395,gdb5587
dbp1159582,gdb19877
dbp16285545,gdb23366
dbp18457155,gdb864
dbp3467787,gdb8901
dbp18913209,gdb1911
dbp2206019,gdb23207
dbp2334156,gdb5833
dbp11326758,gdb16923
dbp4652348,gdb5723
dbp6490366,gdb7152
dbp4107691,gdb7294
dbp12790259,gdb1860
dbp144231,gdb1583
dbp1656816,gdb5275
dbp2382291,gdb5455
dbp6000510,gdb9694
dbp24332968,gdb4553
dbp2226187,gdb231
dbp420471,gdb6480
dbp27227163,gdb8493
dbp5231225,gdb7241
dbp10130005,gdb7143
dbp32648121,gdb7748
dbp20324939,gdb854
dbp2362259,gdb9097
dbp618800,gdb797
dbp32713110,gdb9950
dbp4668762,gdb6311
dbp2538019,gdb6562
dbp11031114,gdb7125
dbp23048153,gdb551
dbp3447026,gdb8350
dbp16058407,gdb21720
dbp12452112,gdb19911
dbp1650919,gdb1933
dbp31865847,gdb5622
dbp35349168,gdb9600
dbp12233424,gdb13401
dbp18553836,gdb2897
dbp1895358,gdb9171
dbp4499952,gdb8652
dbp16401301,gdb9328
dbp12851354,gdb3466
dbp30782327,gdb9173
dbp22400063,gdb9017
dbp1030025,gdb7952
dbp5066334,gdb5695
dbp11466765,gdb21613
dbp1424312,gdb15965
dbp3931258,gdb4431
dbp1271398,gdb4137
dbp18585508,gdb20737
dbp20039214,gdb23359
dbp10147876,gdb1614
dbp4128201,gdb972
dbp19409134,gdb6743
dbp11403794,gdb18289
dbp11740906,gdb1960
dbp25595772,gdb6129
dbp4759359,gdb9682
dbp20108998,gdb23419
dbp165155,gdb22539
dbp6913033,gdb95
dbp31195645,gdb9664
dbp1956255,gdb2807
dbp28274577,gdb7954
dbp1737007,gdb19419
dbp16905712,gdb2558
dbp11606556,gdb19534
dbp469185,gdb6426
dbp13443566,gdb6483
dbp16491941,gdb3943
dbp22355608,gdb886
dbp516027,gdb8706
dbp1196931,gdb2188
dbp5651434,gdb7896
dbp1275121,gdb8623
dbp18604234,gdb8125
dbp1928788,gdb6037
dbp2213726,gdb672
dbp1189090,gdb4114
dbp36735,gdb8704
dbp474278,gdb800
dbp6738054,gdb9724
dbp11092613,gdb5005
dbp1756910,gdb7029
dbp6786981,gdb8454
dbp2534988,gdb6498
dbp12674455,gdb16842
dbp2276312,gdb7795
dbp1174210,gdb396
dbp2619764,gdb4367
dbp3556748,gdb7843
dbp1745270,gdb1903
dbp17738579,gdb9317
dbp2005166,gdb21726
dbp2198307,gdb3575
dbp1663197,gdb9612
dbp540952,gdb5768
dbp21401884,gdb22528
dbp193050,gdb341
dbp165820,gdb8705
dbp17995144,gdb5531
dbp1332879,gdb4920
dbp13383113,gdb14085
dbp1645094,gdb6936
dbp12414007,gdb9253
dbp2928682,gdb3187
dbp1353335,gdb4749
dbp1401029,gdb796
dbp2884502,gdb9869
dbp36489623,gdb5824
dbp23876333,gdb8139
dbp24861894,gdb2533
dbp10873733,gdb844
dbp4253918,gdb5074
dbp1514653,gdb15388
dbp1350206,gdb9625
dbp8102460,gdb8199
dbp14524716,gdb23357
dbp6039415,gdb7088
dbp1233412,gdb1610
dbp4451986,gdb6168
dbp1169931,gdb14875
dbp2035000,gdb4776
dbp4852839,gdb6024
dbp1572492,gdb4112
dbp1701231,gdb21314
dbp32295231,gdb4227
dbp28760,gdb772
dbp12692241,gdb7967
dbp33980522,gdb3890
dbp5067940,gdb9853
dbp52756,gdb5496
dbp2142753,gdb6510
dbp1565029,gdb1947
dbp4533683,gdb86
dbp13862879,gdb8448
dbp11455272,gdb20202
dbp10057909,gdb7661
dbp6235184,gdb8296
dbp21395883,gdb748
dbp2632070,gdb7099
dbp2893905,gdb5296
dbp367924,gdb3812
dbp1466151,gdb6039
dbp4641911,gdb5968
dbp5081015,gdb7740
dbp1277932,gdb2026
dbp153399,gdb3391
dbp3446956,gdb8109
dbp11161932,gdb5293
dbp1634914,gdb3208
dbp4667849,gdb5283
dbp10180109,gdb13893
dbp13331512,gdb7934
dbp12109709,gdb4405
dbp4933791,gdb8530
dbp1232986,gdb1618
dbp2345597,gdb3764
dbp22585659,gdb4023
dbp16614340,gdb19873
dbp1845583,gdb7209
dbp10659591,gdb12155
dbp2511353,gdb5796
dbp3063860,gdb5405
dbp17883949,gdb18188
dbp2386098,gdb9687
dbp1227495,gdb16527
dbp1955604,gdb5422
dbp12490934,gdb20182
dbp6798918,gdb6854
dbp2364177,gdb9346
dbp1318410,gdb14744
dbp1908289,gdb2318
dbp2803080,gdb7901
dbp23397715,gdb8456
dbp29447505,gdb8924
dbp21019173,gdb8415
dbp21539663,gdb22338
dbp27871699,gdb5608
dbp2636214,gdb8210
dbp34327166,gdb9168
dbp2081943,gdb3709
dbp28324472,gdb8682
dbp30013025,gdb8504
dbp1278478,gdb13146
dbp19466351,gdb2655
dbp1054083,gdb21370
dbp14936592,gdb8316
dbp30507095,gdb7710
dbp1750855,gdb21834
dbp2034990,gdb8282
dbp14446200,gdb9932
dbp5128986,gdb7058
dbp32058693,gdb9104
dbp26579601,gdb9447
dbp18138079,gdb7677
dbp3022207,gdb59
dbp26783571,gdb8307
dbp10657164,gdb8513
dbp29166058,gdb3825
dbp1472611,gdb246
dbp2910942,gdb5365
dbp2093612,gdb268
dbp1842795,gdb9720
dbp35640037,gdb9935
dbp1438327,gdb4867
dbp1426564,gdb5414
dbp16635216,gdb181
dbp3872559,gdb8688
dbp1575541,gdb451
dbp1830629,gdb19953
dbp1790618,gdb2334
dbp32582889,gdb7916
dbp1362824,gdb20443
dbp10621918,gdb5656
dbp1917117,gdb7285
dbp15897295,gdb5496
dbp20591392,gdb3366
dbp1461181,gdb3525
dbp3267032,gdb7354
dbp2483919,gdb994
dbp26350269,gdb5136
dbp2635171,gdb5854
dbp10004038,gdb2562
dbp2052535,gdb5010
dbp5422620,gdb6124
dbp1332945,gdb14748
dbp22637424,gdb3284
dbp22815745,gdb3887
dbp2303270,gdb4620
dbp49093,gdb6181
dbp15321379,gdb7200
dbp30140825,gdb815
dbp1880689,gdb23
dbp11283085,gdb916
dbp1820218,gdb2240
dbp36867,gdb5238
dbp5079855,gdb6792
dbp15199726,gdb6851
dbp31874121,gdb3619
dbp2544261,gdb9920
dbp445095,gdb7027
dbp27670649,gdb930
dbp4378372,gdb6968
dbp34643933,gdb9963
dbp1912296,gdb21672
dbp14066456,gdb279
dbp1444947,gdb4204
dbp3062890,gdb5345
dbp23645133,gdb4317
dbp6738023,gdb6998
dbp3479482,gdb8153
dbp31583275,gdb8141
dbp13270858,gdb23442
dbp3539177,gdb9639
dbp3469093,gdb6005
dbp638452,gdb749
dbp13299924,gdb5767
dbp27269439,gdb8928
dbp2487346,gdb7922
dbp2010599,gdb20149
dbp11169634,gdb5665
dbp15774601,gdb8449
dbp13704655,gdb15184
dbp11435293,gdb12474
dbp4749875,gdb7371
dbp4095672,gdb7828
dbp1894570,gdb6849
dbp4463718,gdb785
dbp15146869,gdb19584
dbp2034034,gdb7321
dbp13888458,gdb8515
dbp1385430,gdb20765
dbp1580726,gdb6795
dbp14719403,gdb23380
dbp20574670,gdb871
dbp1157474,gdb970
dbp667919,gdb8552
dbp12084691,gdb7635
dbp442720,gdb9338
dbp32439251,gdb8881
dbp5599513,gdb6118
dbp32624790,gdb5647
dbp187267,gdb18968
dbp14493034,gdb7586
dbp3565672,gdb8517
dbp17649209,gdb5643
dbp1820836,gdb9036
dbp26133383,gdb944
dbp4016098,gdb9478
dbp26120110,gdb922
dbp739082,gdb762
dbp1981297,gdb5972
dbp6454109,gdb7353
dbp1386844,gdb339
dbp18516041,gdb21520
dbp1657090,gdb3115
dbp4230530,gdb9001
dbp19910571,gdb6677
dbp12433622,gdb9155
dbp26008934,gdb8505
dbp1301292,gdb8363
dbp1361011,gdb21547
dbp11744039,gdb2618
dbp1403174,gdb7964
dbp2635321,gdb6634
dbp2534816,gdb5020
dbp2619358,gdb7986
dbp17754073,gdb6889
dbp1994904,gdb7256
dbp28773282,gdb8864
dbp1583148,gdb357
dbp16729158,gdb9323
dbp27815578,gdb320
dbp24016914,gdb8638
dbp14106327,gdb15162
dbp6888967,gdb7025
dbp2694760,gdb3675
dbp13655028,gdb5654
dbp133266,gdb16106
dbp6084924,gdb629
dbp6839997,gdb9315
dbp10859342,gdb20244
dbp1981226,gdb21688
dbp28415038,gdb4088
dbp5562006,gdb8560
dbp13853900,gdb21242
dbp15177974,gdb19680
dbp32786460,gdb9277
dbp2339204,gdb4187
dbp1445554,gdb9388
dbp13372301,gdb9378
dbp289874,gdb406
dbp269921,gdb368
dbp19476761,gdb20214
dbp22191736,gdb6612
dbp12981647,gdb3518
dbp1495246,gdb5054
dbp29128469,gdb3552
dbp573076,gdb7266
dbp29756112,gdb8434
dbp20205448,gdb725
dbp1137904,gdb6903
dbp2174343,gdb5367
dbp17601372,gdb5269
dbp1859486,gdb21441
dbp2064249,gdb65
dbp1575603,gdb45
dbp11402929,gdb3645
dbp28273809,gdb4095
dbp18253305,gdb7435
dbp7774991,gdb8791
dbp14335246,gdb7639
dbp3934483,gdb4681
dbp10168917,gdb11924
dbp15983948,gdb17799
dbp2531867,gdb6708
dbp3295273,gdb9807
dbp5365197,gdb8674
dbp12232598,gdb5604
dbp12765472,gdb79
dbp18298754,gdb8439
dbp27574472,gdb9268
dbp1459689,gdb15388
dbp2860811,gdb4567
dbp17255501,gdb6804
dbp12236301,gdb16341
dbp1981052,gdb9329
dbp2635152,gdb7150
dbp1894913,gdb22293
dbp1299984,gdb4827
dbp11169422,gdb2481
dbp3160437,gdb4568
dbp31963426,gdb6379
dbp3114570,gdb7522
dbp3745982,gdb9751
dbp30052987,gdb5717
dbp10771513,gdb9956
dbp1171033,gdb4852
dbp18977680,gdb2227
dbp19570107,gdb438
dbp7747683,gdb8512
dbp15565484,gdb7381
dbp1315608,gdb19713
dbp11267566,gdb14379
dbp6057646,gdb7250
dbp2385720,gdb9342
dbp5459591,gdb8478
dbp4156355,gdb9975
dbp21833180,gdb5644
dbp159943,gdb18178
dbp6039227,gdb78
dbp3704432,gdb5562
dbp1465373,gdb506
dbp24155782,gdb4064
dbp15215048,gdb5747
dbp1422170,gdb1942
dbp31553859,gdb8842
dbp16173789,gdb6577
dbp162176,gdb22660
dbp4755631,gdb8344
dbp2157627,gdb3810
dbp6631628,gdb6986
dbp31937809,gdb6176
dbp4632705,gdb6367
dbp12641940,gdb21671
dbp1322030,gdb4199
dbp1239060,gdb6182
dbp16580818,gdb9275
dbp10592729,gdb11202
dbp18978185,gdb5588
dbp12552012,gdb18053
dbp5003770,gdb9464
dbp2145972,gdb3208
dbp10200845,gdb7590
dbp1859657,gdb22475
dbp18131560,gdb646
dbp10111390,gdb861
dbp2249821,gdb3026
dbp2071184,gdb2077
dbp153446,gdb1726
dbp11965708,gdb3156
dbp2144649,gdb7275
dbp15888290,gdb914
dbp2093520,gdb57
dbp23543392,gdb2483
dbp1835791,gdb6067
dbp27747865,gdb4098
dbp2157627,gdb629
dbp15364151,gdb7371
dbp33641242,gdb8331
dbp14485966,gdb6873
dbp147941,gdb22771
dbp10549835,gdb20771
dbp4039865,gdb8709
dbp33501314,gdb7763
dbp10536797,gdb4216
dbp10651153,gdb6867
dbp12783559,gdb9130
dbp1564942,gdb2101
dbp28030196,gdb3297
dbp1882919,gdb7564
dbp1389449,gdb2817
dbp2582359,gdb766
dbp1658187,gdb9142
dbp6676917,gdb8280
dbp19020255,gdb20509
dbp26653711,gdb8538
dbp4302172,gdb9127
dbp1048583,gdb13647
dbp1548708,gdb20662
dbp5970645,gdb9668
dbp1488582,gdb9966
dbp10058669,gdb17849
dbp2215962,gdb9161
dbp1438315,gdb7217
dbp1274214,gdb8902
dbp25058194,gdb8802
dbp1323387,gdb8773
dbp30876322,gdb3598
dbp1261600,gdb21444
dbp1886625,gdb22670
dbp18803145,gdb1900
dbp2093335,gdb3795
dbp14078057,gdb17873
dbp20537032,gdb9605
dbp22659083,gdb6710
dbp1886282,gdb3872
dbp11473999,gdb6805
dbp17720319,gdb62
dbp26570,gdb791
dbp14705903,gdb3083
dbp5285862,gdb6214
dbp1674969,gdb23450
dbp3369746,gdb6662
dbp10492010,gdb1973
dbp5224387,gdb8915
dbp14369254,gdb7650
dbp6266068,gdb7098
dbp5316414,gdb8796
dbp5872482,gdb7280
dbp2146652,gdb4986
dbp13676137,gdb4426
dbp10584448,gdb9112
dbp2997434,gdb9336
dbp1207618,gdb5923
dbp18321790,gdb7171
dbp1372460,gdb9227
dbp4388888,gdb8566
dbp22744280,gdb8939
dbp11010005,gdb15793
dbp3736048,gdb9249
dbp11089991,gdb4859
dbp2410555,gdb9709
dbp4427902,gdb5116
dbp13377746,gdb17044
dbp1468740,gdb3929
dbp12492169,gdb875
dbp31226949,gdb5474
dbp2846118,gdb8905
dbp738351,gdb761
dbp14013625,gdb1647
dbp1683298,gdb7415
dbp23227809,gdb8965
dbp2128933,gdb5551
dbp3489420,gdb5450
dbp5078871,gdb6705
dbp30865892,gdb5403
dbp2275620,gdb8290
dbp1120962,gdb2343
dbp11274512,gdb16164
dbp25986073,gdb8940
dbp330895,gdb8960
dbp161487,gdb2239
dbp19624492,gdb21096
dbp3189588,gdb9808
dbp1502312,gdb6906
dbp28744355,gdb8973
dbp12585341,gdb21172
dbp2128350,gdb6667
dbp3974847,gdb518
dbp5790291,gdb9830
dbp1332880,gdb9684
dbp12429599,gdb1941
dbp30492,gdb7774
dbp19834313,gdb5853
dbp10345540,gdb6455
dbp10345540,gdb6454
dbp19736815,gdb8975
dbp2910947,gdb5886
dbp28830020,gdb8769
dbp30874393,gdb5697
dbp6140120,gdb9328
dbp3186453,gdb920
dbp18448023,gdb8955
dbp2307544,gdb4193
dbp16368150,gdb9641
dbp10168895,gdb10999
dbp32619373,gdb9238
dbp2545814,gdb6878
dbp2448923,gdb9354
dbp1589874,gdb6110
dbp1194772,gdb382
dbp11859152,gdb8460
dbp12453221,gdb22406
dbp23799631,gdb4419
dbp32973820,gdb8252
dbp19369663,gdb3975
dbp1934406,gdb6954
dbp1353218,gdb16470
dbp21804544,gdb9996
dbp25365816,gdb900
dbp1895055,gdb5465
dbp11584336,gdb3150
dbp18461881,gdb18963
dbp23923640,gdb9595
dbp26839990,gdb2812
dbp1750855,gdb5594
dbp2052710,gdb5093
dbp17006701,gdb876
dbp23049623,gdb8255
dbp1858192,gdb2484
dbp1747573,gdb20125
dbp15942740,gdb22624
dbp14449719,gdb14759
dbp4744869,gdb905
dbp3014237,gdb6222
dbp1089349,gdb1603
dbp1088639,gdb18812
dbp24181137,gdb6753
dbp2165811,gdb8510
dbp20104099,gdb851
dbp24509720,gdb2792
dbp34560816,gdb9883
dbp5154315,gdb9631
dbp3711080,gdb7100
dbp2194161,gdb23482
dbp2129169,gdb5547
dbp2063451,gdb3185
dbp2342960,gdb8723
dbp2063451,gdb3184
dbp3753652,gdb7974
dbp31928470,gdb6127
dbp16985594,gdb8404
dbp11484122,gdb12959
dbp30862529,gdb9444
dbp11094538,gdb13275
dbp16364341,gdb2029
dbp2296045,gdb8822
dbp33958439,gdb4705
dbp27461709,gdb4051
dbp4049549,gdb588
dbp2632095,gdb8922
dbp1773190,gdb3211
dbp2239970,gdb8138
dbp1892672,gdb6253
dbp2163307,gdb8115
dbp19883547,gdb3220
dbp2540566,gdb7207
dbp2345830,gdb3532
dbp1025523,gdb7004
dbp1068017,gdb14725
dbp13748548,gdb21622
dbp2491305,gdb9156
dbp178883,gdb5234
dbp11269510,gdb98
dbp5517617,gdb7592
dbp27650969,gdb891
dbp3512257,gdb5900
dbp33945222,gdb8499
dbp12351596,gdb6159
dbp2828541,gdb5995
dbp4383739,gdb8978
dbp2571284,gdb9108
dbp3159073,gdb3370
dbp15982563,gdb2400
dbp18447843,gdb3194
dbp254537,gdb321
dbp18306915,gdb18893
dbp19916311,gdb570
dbp15837774,gdb7466
dbp37122046,gdb4861
dbp455799,gdb8974
dbp2830397,gdb5304
dbp1814464,gdb8790
dbp1200791,gdb882
dbp38143006,gdb5385
dbp2614793,gdb8511
dbp2443153,gdb5388
dbp24040671,gdb2553
dbp6602618,gdb9976
dbp14228465,gdb21742
dbp3738407,gdb5455
dbp10009889,gdb6446
dbp23955803,gdb9055
dbp2198175,gdb5579
dbp26526378,gdb948
dbp2111999,gdb21800
dbp19981037,gdb6295
dbp1426561,gdb17596
dbp10820702,gdb16490
dbp23507414,gdb3051
dbp26133383,gdb7798
dbp37529,gdb9102
dbp22118674,gdb828
dbp6403017,gdb8503
dbp5678656,gdb6965
dbp11913995,gdb55
dbp1563268,gdb21805
dbp1561047,gdb2162
dbp11200543,gdb7252
dbp4298882,gdb6947
dbp23443317,gdb23544
dbp16872809,gdb21234
dbp11954746,gdb2482
dbp19582513,gdb784
dbp6630077,gdb7659
dbp1924258,gdb5585
dbp198997,gdb9889
dbp13939646,gdb18328
dbp17015116,gdb297
dbp21953808,gdb9188
dbp1592884,gdb4570
dbp10851465,gdb14817
dbp13116957,gdb17344
dbp3887241,gdb4566
dbp11824667,gdb12137
dbp16605728,gdb19014
dbp101230,gdb7918
dbp28395316,gdb9306
dbp32059793,gdb6349
dbp166791,gdb5571
dbp3656221,gdb8809
dbp24665310,gdb937
dbp4064898,gdb5395
dbp1512268,gdb4447
dbp7154488,gdb814
dbp1119794,gdb11556
dbp2486333,gdb8772
dbp11246489,gdb12145
dbp31937921,gdb3792
dbp22699750,gdb2849
dbp2615893,gdb9594
dbp6780043,gdb7007
dbp10536796,gdb13505
dbp3771333,gdb6447
dbp6840589,gdb853
dbp22254234,gdb7631
dbp1089040,gdb6799
dbp1222636,gdb4047
dbp1749308,gdb19451
dbp14541552,gdb16185
dbp27871672,gdb7927
dbp14533711,gdb9100
dbp1412244,gdb2254
dbp748893,gdb9778
dbp3690488,gdb8340
dbp36548872,gdb4391
dbp1240149,gdb4412
dbp5678618,gdb6962
dbp16537925,gdb9399
dbp11802273,gdb8365
dbp5313930,gdb9291
dbp2345288,gdb9272
dbp13744137,gdb7703
dbp29651525,gdb8417
dbp11134447,gdb2408
dbp24421230,gdb313
dbp12065176,gdb456
dbp1237330,gdb1610
dbp18339816,gdb2531
dbp10339530,gdb11334
dbp17786658,gdb19545
dbp14407506,gdb19956
dbp11632955,gdb3327
dbp1795193,gdb2658
dbp13743493,gdb9167
dbp1335967,gdb6575
dbp10320133,gdb50
dbp17546122,gdb19270
dbp10201090,gdb23247
dbp22681791,gdb4753
dbp33989529,gdb3892
dbp1443960,gdb5922
dbp11010005,gdb23530
dbp28309377,gdb7975
dbp2408920,gdb9148
dbp27619704,gdb4885
dbp16184692,gdb7629
dbp25216,gdb393
dbp17291373,gdb4883
dbp1328565,gdb18965
dbp1763548,gdb18874
dbp18218227,gdb21743
dbp1682727,gdb2432
dbp1904536,gdb8333
dbp1552288,gdb1606
dbp2434405,gdb6500
dbp24884538,gdb3160
dbp2910950,gdb5408
dbp10412085,gdb20084
dbp2063880,gdb6772
dbp480638,gdb678
dbp231552,gdb3576
dbp6951674,gdb8983
dbp23496070,gdb6959
dbp1088412,gdb8924
dbp1577567,gdb5424
dbp13776276,gdb6606
dbp25728944,gdb9849
dbp27717790,gdb8872
dbp3206055,gdb5934
dbp1717037,gdb3831
dbp11659752,gdb2616
dbp23081761,gdb8299
dbp3235836,gdb7018
dbp1830158,gdb3180
dbp16653524,gdb2620
dbp1909778,gdb221
dbp23016115,gdb2589
dbp17442064,gdb4425
dbp5058369,gdb8036
dbp1455083,gdb398
dbp16808776,gdb21676
dbp31065729,gdb7509
dbp5877247,gdb8788
dbp26820827,gdb952
dbp12298827,gdb18260
dbp1621344,gdb7496
dbp1448540,gdb4421
dbp2110825,gdb2809
dbp17014782,gdb5965
dbp1649463,gdb7052
dbp21188542,gdb4962
dbp5670149,gdb7332
dbp1312718,gdb494
dbp10177382,gdb8551
dbp2542970,gdb3415
dbp27239346,gdb7764
dbp11729300,gdb9383
dbp11444752,gdb8768
dbp35557156,gdb944
dbp2053291,gdb739
dbp13664649,gdb6803
dbp10422767,gdb7720
dbp25474650,gdb5406
dbp1590905,gdb1901
dbp31680594,gdb9599
dbp2146711,gdb8323
dbp31942559,gdb3618
dbp19879390,gdb2234
dbp2535309,gdb5718
dbp1723091,gdb7257
dbp12669640,gdb23614
dbp12333999,gdb4057
dbp1884071,gdb753
dbp32481358,gdb6359
dbp16004790,gdb16032
dbp19156642,gdb912
dbp1657120,gdb5274
dbp32607088,gdb7441
dbp28467289,gdb917
dbp19484619,gdb19623
dbp1653788,gdb18783
dbp32676681,gdb3805
dbp2895144,gdb7318
dbp18254377,gdb1833
dbp1159595,gdb14333
dbp35228872,gdb3964
dbp14163328,gdb1655
dbp19767689,gdb5615
dbp2175382,gdb23454
dbp10244031,gdb8479
dbp2626937,gdb6632
dbp1657434,gdb3244
dbp6643977,gdb7985
dbp19623896,gdb22521
dbp563196,gdb865
dbp3364177,gdb8757
dbp1545385,gdb17845
dbp1025498,gdb9815
dbp31480115,gdb4819
dbp31870410,gdb6169
dbp12235779,gdb8206
dbp17187395,gdb6798
dbp1736601,gdb964
dbp23961803,gdb7853
dbp20023391,gdb4209
dbp1640471,gdb21146
dbp16433782,gdb179
dbp5651352,gdb7895
dbp12090224,gdb1305
dbp11487701,gdb18871
dbp17058113,gdb17722
dbp16588659,gdb20436
dbp1634914,gdb3190
dbp11123595,gdb11576
dbp2100568,gdb9933
dbp42451872,gdb6274
dbp21710628,gdb4030
dbp1486133,gdb6717
dbp13022937,gdb16681
dbp11378976,gdb14812
dbp165824,gdb175
dbp1018155,gdb8919
dbp1602304,gdb6908
dbp1620297,gdb26
dbp1678684,gdb469
dbp12309307,gdb849
dbp3111208,gdb6999
dbp1043974,gdb9446
dbp11495977,gdb5610
dbp36644367,gdb4368
dbp22014933,gdb7954
dbp3251045,gdb75
dbp6257588,gdb6801
dbp3081934,gdb8631
dbp1370599,gdb3912
dbp2440984,gdb2593
dbp1882919,gdb6116
dbp27275116,gdb7749
dbp2145972,gdb3190
dbp1112669,gdb685
dbp16986687,gdb841
dbp1501634,gdb2622
dbp23531280,gdb3433
dbp172745,gdb18092
dbp11449994,gdb14022
dbp1118645,gdb18455
dbp2377118,gdb258
dbp11076034,gdb22303
dbp12785426,gdb154
dbp15324764,gdb8462
dbp16885571,gdb3470
dbp10176687,gdb7655
dbp2185627,gdb9409
dbp4791958,gdb7187
dbp22493479,gdb311
dbp4536598,gdb6580
dbp1788982,gdb8804
dbp100464,gdb1727
dbp1563202,gdb1643
dbp292733,gdb426
dbp5076789,gdb6905
dbp1838814,gdb23201
dbp1137963,gdb9952
dbp18685754,gdb337
dbp1107877,gdb2208
dbp13710446,gdb3493
dbp11175802,gdb5540
dbp15149673,gdb8484
dbp1307467,gdb6190
dbp1320860,gdb17600
dbp1741368,gdb5441
dbp2392173,gdb8020
dbp341331,gdb760
dbp11660654,gdb17116
dbp242069,gdb5895
dbp4232494,gdb5815
dbp1169175,gdb19747
dbp4759183,gdb6711
dbp11313061,gdb13378
dbp4250708,gdb7191
dbp12129697,gdb4176
dbp5518014,gdb9828
dbp14480343,gdb7742
