dbp4699157,gbmb16123
dbp5775299,gbmb15282
dbp6738054,gbmb15558
dbp23588553,gbmb21162
dbp2745891,gbmb5397
dbp4067749,gbmb8583
dbp2008127,gbmb21192
dbp3565672,gbmb8945
dbp5619694,gbmb13511
dbp16955304,gbmb5817
dbp1750674,gbmb13514
dbp636644,gbmb8456
dbp23225193,gbmb25120
dbp10147876,gbmb22009
dbp5605014,gbmb14096
dbp3756367,gbmb16029
dbp14936681,gbmb22439
dbp20099365,gbmb20925
dbp13743493,gbmb15674
dbp1189036,gbmb3142
dbp2707638,gbmb13293
dbp5318566,gbmb5511
dbp2227726,gbmb9059
dbp6320606,gbmb14025
dbp6035018,gbmb16188
dbp2129169,gbmb7779
dbp21413988,gbmb25250
dbp7422556,gbmb26040
dbp431299,gbmb6132
dbp7363543,gbmb25606
dbp4739626,gbmb13341
dbp39650063,gbmb9017
dbp1723091,gbmb6879
dbp12212004,gbmb14434
dbp10219900,gbmb4147
dbp9592379,gbmb16977
dbp15788718,gbmb15446
dbp5067749,gbmb21556
dbp3251315,gbmb29088
dbp1299675,gbmb15844
dbp23876333,gbmb13397
dbp1882553,gbmb10016
dbp1590905,gbmb11825
dbp8879273,gbmb21255
dbp36211692,gbmb15792
dbp2876310,gbmb4104
dbp27871008,gbmb1163
dbp5245112,gbmb6221
dbp9711223,gbmb21764
dbp4668715,gbmb26540
dbp2650981,gbmb1299
dbp5765725,gbmb4052
dbp3251352,gbmb2042
dbp7266330,gbmb27765
dbp8747624,gbmb22596
dbp1311805,gbmb6505
dbp3914977,gbmb5704
dbp3529951,gbmb22123
dbp17906360,gbmb14645
dbp1120962,gbmb9497
dbp4962690,gbmb5208
dbp24540320,gbmb27265
dbp2769781,gbmb1853
dbp15860807,gbmb20922
dbp2853608,gbmb7017
dbp23538389,gbmb28035
dbp88560,gbmb29973
dbp22418742,gbmb25716
dbp23481596,gbmb21815
dbp2698996,gbmb6226
dbp7184835,gbmb8176
dbp2385720,gbmb4772
dbp6427486,gbmb2541
dbp4738281,gbmb2791
dbp1611481,gbmb10935
dbp1144890,gbmb11683
dbp5380452,gbmb14602
dbp33949605,gbmb27398
dbp15655603,gbmb7430
dbp5630116,gbmb7549
dbp3804572,gbmb23198
dbp5620798,gbmb15756
dbp19854204,gbmb28416
dbp648512,gbmb6287
dbp7886842,gbmb12585
dbp1563390,gbmb21516
dbp32059793,gbmb11875
dbp23455230,gbmb27186
dbp1201462,gbmb6991
dbp6738245,gbmb5680
dbp2275308,gbmb1696
dbp39761791,gbmb3623
dbp1563350,gbmb8193
dbp9202765,gbmb4443
dbp4935050,gbmb8976
dbp3155551,gbmb14787
dbp4415951,gbmb5682
dbp16187734,gbmb4274
dbp4246339,gbmb3595
dbp31942559,gbmb7528
dbp9069596,gbmb10371
dbp15199726,gbmb20889
dbp23069200,gbmb26848
dbp1564663,gbmb11897
dbp22770888,gbmb26401
dbp41077413,gbmb11290
dbp18674337,gbmb22847
dbp2635418,gbmb15525
dbp2877994,gbmb1946
dbp2359334,gbmb22711
dbp1467395,gbmb1605
dbp24114614,gbmb25700
dbp19975101,gbmb21034
dbp15271417,gbmb4569
dbp23349991,gbmb21667
dbp49093,gbmb7887
dbp2144649,gbmb16449
dbp868126,gbmb9736
dbp2145972,gbmb11068
dbp5005115,gbmb26263
dbp16150545,gbmb23593
dbp3251458,gbmb16534
dbp3877377,gbmb2392
dbp8412708,gbmb16201
dbp1916583,gbmb5498
dbp12094151,gbmb6869
dbp773247,gbmb1391
dbp22034726,gbmb3364
dbp13599117,gbmb20973
dbp21532624,gbmb23282
dbp9868260,gbmb16554
dbp2900427,gbmb11769
dbp1965591,gbmb7094
dbp3599265,gbmb9716
dbp15448262,gbmb26498
dbp1683046,gbmb10385
dbp15029468,gbmb9825
dbp20930740,gbmb15481
dbp19555831,gbmb23977
dbp2373609,gbmb12877
dbp1044137,gbmb15894
dbp1759263,gbmb3367
dbp1661629,gbmb3732
dbp20111312,gbmb25187
dbp40004621,gbmb26804
dbp2277828,gbmb1688
dbp6295401,gbmb1012
dbp7459647,gbmb4155
dbp1371136,gbmb16965
dbp32289797,gbmb7643
dbp3854763,gbmb10806
dbp5715857,gbmb14055
dbp1372490,gbmb1072
dbp7484625,gbmb13631
dbp2997434,gbmb2867
dbp2491305,gbmb3726
dbp12429599,gbmb16783
dbp12264737,gbmb22411
dbp22612776,gbmb25286
dbp5715833,gbmb29018
dbp36548872,gbmb3780
dbp7217769,gbmb12121
dbp5715830,gbmb6759
dbp2804960,gbmb3637
dbp17649209,gbmb20963
dbp1661651,gbmb16374
dbp5571468,gbmb6483
dbp34337639,gbmb7974
dbp3154351,gbmb7262
dbp18746747,gbmb20947
dbp18722763,gbmb9109
dbp12524283,gbmb2664
dbp2300645,gbmb12015
dbp1033500,gbmb14869
dbp11502493,gbmb7349
dbp18340837,gbmb8453
dbp6630077,gbmb6718
dbp18352875,gbmb21723
dbp8377982,gbmb23035
dbp24770535,gbmb27956
dbp1930930,gbmb13355
dbp1590808,gbmb13909
dbp5738579,gbmb14539
dbp1565863,gbmb29486
dbp2265814,gbmb9336
dbp2071184,gbmb11462
dbp34311037,gbmb12862
dbp4670943,gbmb9095
dbp4102945,gbmb8479
dbp1493786,gbmb9341
dbp6644689,gbmb13427
dbp1563227,gbmb2022
dbp34829925,gbmb11133
dbp5777983,gbmb2341
dbp5788628,gbmb12195
dbp2890862,gbmb3317
dbp4163780,gbmb1681
dbp2287057,gbmb10297
dbp21544576,gbmb16884
dbp20712785,gbmb24827
dbp1466151,gbmb4204
dbp10772117,gbmb6120
dbp2275061,gbmb7552
dbp11965708,gbmb1309
dbp7338748,gbmb3557
dbp8219858,gbmb9496
dbp18889161,gbmb24980
dbp253870,gbmb6754
dbp16111059,gbmb25576
dbp35951645,gbmb2422
dbp4680229,gbmb12115
dbp33949477,gbmb13862
dbp4826164,gbmb5308
dbp7759390,gbmb22316
dbp5477665,gbmb10998
dbp8377779,gbmb14011
dbp6535489,gbmb15218
dbp455203,gbmb8316
dbp27205343,gbmb7808
dbp3067610,gbmb8152
dbp24029391,gbmb26428
dbp289874,gbmb7236
dbp1179800,gbmb21810
dbp3758981,gbmb9981
dbp3599196,gbmb10360
dbp6211886,gbmb2215
dbp2251036,gbmb15476
dbp2276312,gbmb5716
dbp1711329,gbmb15920
dbp33795776,gbmb28511
dbp1033399,gbmb11038
dbp21123793,gbmb29240
dbp33989393,gbmb1926
dbp5394762,gbmb22700
dbp576161,gbmb3849
dbp5861860,gbmb6836
dbp1736601,gbmb13200
dbp17750246,gbmb20717
dbp21544512,gbmb5304
dbp5405950,gbmb6503
dbp26883244,gbmb28012
dbp32447280,gbmb29025
dbp1179733,gbmb3570
dbp5898799,gbmb21999
dbp13154601,gbmb2702
dbp26417954,gbmb8745
dbp30052987,gbmb6408
dbp52767,gbmb4793
dbp25753648,gbmb10164
dbp12803721,gbmb10923
dbp7373079,gbmb11628
dbp2226187,gbmb12139
dbp5872482,gbmb29924
dbp13804577,gbmb28415
dbp11094538,gbmb13123
dbp8109442,gbmb7874
dbp3827069,gbmb21259
dbp25150533,gbmb11398
dbp6560428,gbmb16749
dbp4728620,gbmb5869
dbp22105553,gbmb23677
dbp1008445,gbmb2520
dbp2203421,gbmb14136
dbp6573769,gbmb27875
dbp1093029,gbmb12457
dbp2155389,gbmb4403
dbp22044198,gbmb25479
dbp19324221,gbmb1898
dbp22770665,gbmb22262
dbp3167755,gbmb13988
dbp431194,gbmb7270
dbp28183884,gbmb3651
dbp6596433,gbmb11042
dbp15980415,gbmb20797
dbp4754916,gbmb9920
dbp5739750,gbmb4894
dbp19289437,gbmb15956
dbp13022937,gbmb20860
dbp7292345,gbmb10909
dbp2422910,gbmb5431
dbp3429398,gbmb10464
dbp1928788,gbmb15402
dbp1952447,gbmb11329
dbp6631628,gbmb3821
dbp18529098,gbmb21336
dbp396077,gbmb10676
dbp29471799,gbmb29087
dbp3214647,gbmb7206
dbp6451602,gbmb7620
dbp11842298,gbmb1937
dbp2590415,gbmb10482
dbp11444752,gbmb12110
dbp2637673,gbmb12685
dbp8713745,gbmb16225
dbp1194882,gbmb8244
dbp6859615,gbmb14731
dbp5207157,gbmb12112
dbp3672652,gbmb9872
dbp4139504,gbmb5724
dbp1287167,gbmb5571
dbp6967500,gbmb10265
dbp1108924,gbmb7754
dbp6787432,gbmb8657
dbp1118319,gbmb7701
dbp1275121,gbmb2297
dbp3429372,gbmb5792
dbp6145034,gbmb11965
dbp23553425,gbmb24864
dbp8493144,gbmb15426
dbp1892272,gbmb9989
dbp8170556,gbmb3973
dbp8916482,gbmb3299
dbp27641068,gbmb26535
dbp13369421,gbmb20937
dbp4306304,gbmb3765
dbp8808606,gbmb9134
dbp7390774,gbmb7337
dbp2046853,gbmb8258
dbp2432396,gbmb12341
dbp2432395,gbmb15464
dbp11590877,gbmb21125
dbp2542708,gbmb15710
dbp2034853,gbmb5737
dbp1833803,gbmb2842
dbp13371771,gbmb4796
dbp1046187,gbmb4526
dbp3658444,gbmb5239
dbp22346004,gbmb2457
dbp8555830,gbmb25592
dbp11998027,gbmb27718
dbp7123443,gbmb22783
dbp5436114,gbmb9645
dbp495787,gbmb29918
dbp25777506,gbmb29748
dbp22143319,gbmb21537
dbp1564392,gbmb10701
dbp6025229,gbmb15126
dbp6025230,gbmb7706
dbp6025234,gbmb7774
dbp6025238,gbmb14083
dbp10771513,gbmb5483
dbp18023404,gbmb7979
dbp2307030,gbmb12564
dbp2877258,gbmb12895
dbp22744280,gbmb24493
dbp29797329,gbmb9114
dbp3513170,gbmb14134
dbp31932865,gbmb26563
dbp3717207,gbmb3693
dbp6402720,gbmb22595
dbp2310661,gbmb4502
dbp2855892,gbmb26041
dbp6269365,gbmb11145
dbp2263878,gbmb10756
dbp2249577,gbmb13771
dbp23442440,gbmb4515
dbp3191519,gbmb5108
dbp2345288,gbmb27438
dbp18856437,gbmb23317
dbp35297465,gbmb29022
dbp1312718,gbmb13817
dbp25644305,gbmb1009
dbp26027019,gbmb15287
dbp4995197,gbmb7883
dbp4826362,gbmb14080
dbp27122295,gbmb9982
dbp22010244,gbmb25161
dbp2590565,gbmb5290
dbp5740010,gbmb8935
dbp3539747,gbmb9592
dbp445630,gbmb10014
dbp25729823,gbmb11592
dbp9083396,gbmb7091
dbp2744079,gbmb2025
dbp1061636,gbmb5576
dbp6644817,gbmb3632
dbp3019792,gbmb10618
dbp18386791,gbmb24915
dbp14851632,gbmb27014
dbp20182484,gbmb24445
dbp156252,gbmb7320
dbp7051477,gbmb24515
dbp38905061,gbmb1794
dbp2334568,gbmb2601
dbp5221581,gbmb7108
dbp2154706,gbmb4670
dbp10314706,gbmb25353
dbp21953808,gbmb25442
dbp1795193,gbmb14450
dbp9277979,gbmb5214
dbp2128404,gbmb9351
dbp3909109,gbmb11010
dbp19579961,gbmb23984
dbp1722256,gbmb13306
dbp4511393,gbmb3358
dbp4067434,gbmb3762
dbp1372417,gbmb15056
dbp181264,gbmb4549
dbp6451582,gbmb2672
dbp29819312,gbmb4973
dbp18216663,gbmb7359
dbp14380634,gbmb2536
dbp10927178,gbmb3267
dbp20915011,gbmb25632
dbp24006447,gbmb8695
dbp6391579,gbmb7440
dbp2443153,gbmb7649
dbp12298602,gbmb23787
dbp335215,gbmb13715
dbp7919816,gbmb16001
dbp2045675,gbmb2088
dbp1334169,gbmb4618
dbp2973327,gbmb14159
dbp5645638,gbmb16031
dbp15364151,gbmb24440
dbp4741461,gbmb15580
dbp2505868,gbmb6711
dbp7160474,gbmb24373
dbp5848119,gbmb13855
dbp7378990,gbmb8050
dbp4727177,gbmb26054
dbp4911435,gbmb3826
dbp3358511,gbmb21692
dbp2034957,gbmb21949
dbp39486666,gbmb4461
dbp1747573,gbmb9343
dbp3683525,gbmb12102
dbp4536598,gbmb5454
dbp18762968,gbmb21085
dbp23287786,gbmb22939
dbp1564208,gbmb9292
dbp31351426,gbmb7290
dbp15160295,gbmb22423
dbp21664898,gbmb16504
dbp3961727,gbmb12531
dbp22976443,gbmb6587
dbp21721098,gbmb25438
dbp1856699,gbmb15991
dbp1277932,gbmb20763
dbp7365666,gbmb25409
dbp1796504,gbmb4692
dbp6605188,gbmb13091
dbp1894913,gbmb12317
dbp2334513,gbmb6476
dbp5970645,gbmb15849
dbp14163328,gbmb14120
dbp2249453,gbmb5653
dbp3537030,gbmb6979
dbp9385207,gbmb7576
dbp6328266,gbmb16176
dbp23043074,gbmb12114
dbp22659083,gbmb21048
dbp32036606,gbmb23286
dbp16954378,gbmb14143
dbp6700079,gbmb4084
dbp1312733,gbmb13488
dbp471851,gbmb16519
dbp3633239,gbmb14550
dbp12236301,gbmb9960
dbp19336475,gbmb21824
dbp1494533,gbmb15092
dbp410696,gbmb9589
dbp3731321,gbmb7690
dbp3745982,gbmb9938
dbp2827238,gbmb4583
dbp29471511,gbmb10521
dbp19105412,gbmb27864
dbp1988636,gbmb15986
dbp6631867,gbmb15773
dbp940401,gbmb8014
dbp4404552,gbmb9745
dbp6787292,gbmb27797
dbp18360054,gbmb7128
dbp15956288,gbmb10029
dbp32676681,gbmb12576
dbp411941,gbmb4198
dbp15982563,gbmb4590
dbp20157132,gbmb25989
dbp4911649,gbmb5356
dbp4777376,gbmb13315
dbp6087289,gbmb22634
dbp17775857,gbmb21451
dbp2828541,gbmb3399
dbp36560133,gbmb7948
dbp5837890,gbmb13396
dbp3030068,gbmb8205
dbp15413176,gbmb21633
dbp22977901,gbmb26549
dbp39026650,gbmb14053
dbp4081873,gbmb15977
dbp23964910,gbmb25504
dbp4852724,gbmb21261
dbp18469105,gbmb22803
dbp15762013,gbmb21128
dbp879280,gbmb14101
dbp4068897,gbmb7749
dbp6521450,gbmb14642
dbp4934243,gbmb27789
dbp29747260,gbmb21306
dbp1119794,gbmb16009
dbp9192343,gbmb7338
dbp580856,gbmb5828
dbp3382471,gbmb12051
dbp9241871,gbmb9169
dbp4948861,gbmb9353
dbp9073903,gbmb11941
dbp9805195,gbmb21307
dbp61139,gbmb12567
dbp10676873,gbmb8724
dbp6050036,gbmb12404
dbp3347988,gbmb14212
dbp16679769,gbmb27222
dbp5437215,gbmb2717
dbp31943734,gbmb27050
dbp16353748,gbmb11908
dbp6040605,gbmb22122
dbp1830189,gbmb6648
dbp31567105,gbmb23479
dbp5198384,gbmb21304
dbp504238,gbmb7565
dbp35697987,gbmb3451
dbp10203333,gbmb26065
dbp2309424,gbmb13743
dbp2193947,gbmb4939
dbp20026683,gbmb22024
dbp904840,gbmb12107
dbp472842,gbmb3629
dbp24128785,gbmb26889
dbp23900312,gbmb3971
dbp4619262,gbmb7704
dbp11455272,gbmb14098
dbp904856,gbmb7392
dbp30534475,gbmb10470
dbp1830158,gbmb16283
dbp1902485,gbmb15439
dbp3311983,gbmb7846
dbp3875251,gbmb5372
dbp9760639,gbmb11055
dbp1047513,gbmb9969
dbp6196315,gbmb9694
dbp15983948,gbmb29100
dbp1455045,gbmb1221
dbp5983646,gbmb22333
dbp1711757,gbmb5856
dbp20281816,gbmb25518
dbp10592729,gbmb23547
dbp831399,gbmb7166
dbp2117583,gbmb10401
dbp31942383,gbmb14779
dbp663564,gbmb2248
dbp3974847,gbmb5465
dbp23227809,gbmb26597
dbp10820702,gbmb6768
dbp893613,gbmb5488
dbp1445699,gbmb13256
dbp1543920,gbmb13356
dbp3105842,gbmb15532
dbp14080780,gbmb21635
dbp3705159,gbmb9593
dbp5957502,gbmb4762
dbp14066456,gbmb13972
dbp6218028,gbmb6948
dbp3901888,gbmb21527
dbp1831600,gbmb1724
dbp2635171,gbmb13700
dbp8169424,gbmb9862
dbp18516041,gbmb22287
dbp4367178,gbmb1813
dbp38198864,gbmb25556
dbp20217224,gbmb24458
dbp4211537,gbmb13695
dbp4224835,gbmb12475
dbp25246194,gbmb29476
dbp23311652,gbmb12383
dbp7157011,gbmb22705
dbp6122067,gbmb11958
dbp2757511,gbmb6311
dbp1408687,gbmb7095
dbp2287481,gbmb2941
dbp4427390,gbmb4635
dbp3587586,gbmb6021
dbp5365058,gbmb21180
dbp9469512,gbmb26959
dbp6052547,gbmb7963
dbp21928561,gbmb20718
dbp6461171,gbmb12456
dbp26209649,gbmb29220
dbp20160826,gbmb26194
dbp3600964,gbmb9963
dbp24008925,gbmb20813
dbp7170042,gbmb1372
dbp5800472,gbmb21409
dbp22360299,gbmb13788
dbp2191472,gbmb14764
dbp30535836,gbmb7805
dbp1106384,gbmb12354
dbp24140386,gbmb12358
dbp10419007,gbmb21222
dbp2914746,gbmb5395
dbp3020503,gbmb22467
dbp26138867,gbmb28327
dbp1795427,gbmb15950
dbp2335628,gbmb12345
dbp17313118,gbmb10393
dbp601201,gbmb13281
dbp25888910,gbmb27501
dbp2202595,gbmb13032
dbp5884073,gbmb8183
dbp6040526,gbmb15212
dbp5015130,gbmb4197
dbp10820666,gbmb16795
dbp2225227,gbmb16272
dbp13875317,gbmb13467
dbp4333869,gbmb9789
dbp11867704,gbmb23039
dbp4587982,gbmb28300
dbp11831788,gbmb14917
dbp1928982,gbmb14863
dbp27584903,gbmb23077
